2004-NAME-1086658200,41.73543160,-49.94804779,27.168,"1086658200 Hercules @ 25m, Argus @ 35m","NOAA 2004 Dive N"
2004-NAME-1086658370,41.73576093,-49.94748837,69.488,"1086658370 Wire out speed is 13m min","NOAA 2004 Dive N"
2004-NAME-1086658510,41.73591644,-49.94780525,100.773,"1086658510 Herc @ 100m","NOAA 2004 Dive N"
2004-NAME-1086658887,41.73583810,-49.94824087,199.420,"1086658887 Herc @ 200m","NOAA 2004 Dive N"
2004-NAME-1086659162,41.73579944,-49.94758262,300.331,"1086659162 Herc @ 300m","NOAA 2004 Dive N"
2004-NAME-1086659189,41.73579669,-49.94758626,311.351,"1086659189 Wire out speed is 24.5 m min","NOAA 2004 Dive N"
2004-NAME-1086659379,41.73577732,-49.94761189,393.199,"1086659379 Calling ship speed to 0.2 knots","NOAA 2004 Dive N"
2004-NAME-1086659461,41.73576896,-49.94762294,425.856,"1086659461 Herc @ 425m","NOAA 2004 Dive N"
2004-NAME-1086659669,41.73574776,-49.94765099,500.777,"1086659669 Herc @ 500m","NOAA 2004 Dive N"
2004-NAME-1086659905,41.73557876,-49.94771599,597.572,"1086659905 Herc @ 600m","NOAA 2004 Dive N"
2004-NAME-1086660164,41.73562480,-49.94769692,700.012,"1086660164 Herc @ 700m","NOAA 2004 Dive N"
2004-NAME-1086660439,41.73577830,-49.94773149,809.211,"1086660439 Herc @ 810m","NOAA 2004 Dive N"
2004-NAME-1086660664,41.73584262,-49.94786755,898.716,"1086660664 Herc @ 900m","NOAA 2004 Dive N"
2004-NAME-1086660931,41.73563841,-49.94770435,999.752,"1086660931 Herc @ 1000m","NOAA 2004 Dive N"
2004-NAME-1086661131,41.73625935,-49.94782472,1099.873,"1086661131 Herc @ 1100m","NOAA 2004 Dive N"
2004-NAME-1086662048,41.73610672,-49.94781120,1499.077,"1086662048 Herc @ 1500m","NOAA 2004 Dive N"
2004-NAME-1086662562,41.73591052,-49.94711890,1722.532,"1086662562 Herc @ 1720m","NOAA 2004 Dive N"
2004-NAME-1086662761,41.73563070,-49.94780708,1807.640,"1086662761 Herc @ 1820m","NOAA 2004 Dive N"
2004-NAME-1086662987,41.73608562,-49.94779878,1898.722,"1086662987 Herc @ 1900m","NOAA 2004 Dive N"
2004-NAME-1086663219,41.73643916,-49.94776719,1999.507,"1086663219 Herc @ 2000m","NOAA 2004 Dive N"
2004-NAME-1086663720,41.73621446,-49.94780202,2202.030,"1086663720 Herc @ 2200m","NOAA 2004 Dive N"
2004-NAME-1086664198,41.73598983,-49.94783728,2398.727,"1086664198 Herc @ 2400m","NOAA 2004 Dive N"
2004-NAME-1086664452,41.73587046,-49.94785602,2500.396,"1086664452 Herc @ 2500m","NOAA 2004 Dive N"
2004-NAME-1086665058,41.73508856,-49.94804270,2746.822,"1086665058 Herc @ 2750m","NOAA 2004 Dive N"
2004-NAME-1086665089,41.73509583,-49.94804552,2758.381,"1086665089 Wire out speed is 24m min","NOAA 2004 Dive N"
2004-NAME-1086665105,41.73509959,-49.94804697,2764.427,"1086665105 Ship has completed move","NOAA 2004 Dive N"
2004-NAME-1086665436,41.73517721,-49.94807705,2896.952,"1086665436 Herc @ 2900m","NOAA 2004 Dive N"
2004-NAME-1086665687,41.73523606,-49.94809986,2998.688,"1086665687 Herc @ 3000m","NOAA 2004 Dive N"
2004-NAME-1086665952,41.73529821,-49.94812395,3100.786,"1086665952 Herc @ 3100m","NOAA 2004 Dive N"
2004-NAME-1086666328,41.73538638,-49.94815812,3250.922,"1086666328  Herc depth @ 3245 m","NOAA 2004 Dive N"
2004-NAME-1086666336,41.73538825,-49.94815885,3253.775,"1086666336 watch change","NOAA 2004 Dive N"
2004-NAME-1086666433,41.73533132,-49.94827216,3289.055,"1086666433 Hurtling to the bottom. . .","NOAA 2004 Dive N"
2004-NAME-1086666629,41.73487669,-49.94821583,3365.549,"1086666629 400 m from bottom and creeping up to the bow","NOAA 2004 Dive N"
2004-NAME-1086666868,41.73489067,-49.94813399,3462.302,"1086666868 Argus is 100 m from bottom","NOAA 2004 Dive N"
2004-NAME-1086667108,41.73490472,-49.94805181,3555.037,"1086667108 Herc @ 3547 m","NOAA 2004 Dive N"
2004-NAME-1086667298,41.73492352,-49.94799288,3630.928,"1086667298 Herc @ 3627 m","NOAA 2004 Dive N"
2004-NAME-1086667526,41.73535399,-49.94824796,3707.634,"1086667526 Herc is 80 m from bottom","NOAA 2004 Dive N"
2004-NAME-1086667677,41.73563909,-49.94841690,3754.733,"1086667677 Herc @ 60 m from bottom","NOAA 2004 Dive N"
2004-NAME-1086667698,41.73562475,-49.94845246,3762.059,"1086667698 Herc @ 30 m from bottom","NOAA 2004 Dive N"
2004-NAME-1086667793,41.73519040,-49.94860143,3779.898,"1086667793 Bottom in sight in Herc Bubble cam","NOAA 2004 Dive N"
2004-NAME-1086667803,41.73517751,-49.94853273,3780.469,"1086667803 Argus at all stop","NOAA 2004 Dive N"
2004-NAME-1086667809,41.73527885,-49.94810878,3780.197,"1086667809 Herc @ 6 m from bottom","NOAA 2004 Dive N"
2004-NAME-1086667857,41.73589023,-49.94945785,3781.962,"1086667857 Vehicles are about 30 m south of bow","NOAA 2004 Dive N"
2004-NAME-1086668011,41.73520034,-49.94862621,3780.733,"1086668011 Figuring out where vehicles are . . .","NOAA 2004 Dive N"
2004-NAME-1086668267,41.73528241,-49.94830113,3780.896,"1086668267 Argus coming up a bit, as they are positioned at the torn up back-end of the bow","NOAA 2004 Dive N"
2004-NAME-1086668329,41.73550037,-49.94850373,3780.837,"1086668329 Requesting ship to move 120 m North at course of  010","NOAA 2004 Dive N"
2004-NAME-1086669030,41.73508540,-49.94841220,3760.852,"1086669030 framegrab -> 1086669030.tif","NOAA 2004 Dive N"
2004-NAME-1086669040,41.73508428,-49.94842010,3760.636,"1086669040 framegrab -> 1086669040.tif","NOAA 2004 Dive N"
2004-NAME-1086669166,41.73504495,-49.94851854,3760.656,"1086669166 framegrab -> 1086669166.tif","NOAA 2004 Dive N"
2004-NAME-1086669202,41.73502236,-49.94854618,3760.835,"1086669202 framegrab -> 1086669202.tif","NOAA 2004 Dive N"
2004-NAME-1086669300,41.73548514,-49.94854653,3760.786,"1086669300 framegrab -> 1086669300.tif","NOAA 2004 Dive N"
2004-NAME-1086669342,41.73540990,-49.94854197,3760.706,"1086669342 framegrab -> 1086669342.tif","NOAA 2004 Dive N"
2004-NAME-1086669358,41.73538124,-49.94854023,3760.706,"1086669358 framegrab -> 1086669358.tif","NOAA 2004 Dive N"
2004-NAME-1086669368,41.73536332,-49.94853914,3760.657,"1086669368 framegrab -> 1086669368.tif","NOAA 2004 Dive N"
2004-NAME-1086669394,41.73531674,-49.94853632,3761.404,"1086669394 framegrab -> 1086669394.tif","NOAA 2004 Dive N"
2004-NAME-1086669453,41.73521105,-49.94852991,3761.596,"1086669453 Moving vehicles along bow","NOAA 2004 Dive N"
2004-NAME-1086669480,41.73516268,-49.94852698,3760.132,"1086669480 framegrab -> 1086669480.tif","NOAA 2004 Dive N"
2004-NAME-1086669508,41.73511252,-49.94852394,3760.009,"1086669508 framegrab -> 1086669508.tif","NOAA 2004 Dive N"
2004-NAME-1086669518,41.73509460,-49.94852285,3760.812,"1086669518 framegrab -> 1086669518.tif","NOAA 2004 Dive N"
2004-NAME-1086669530,41.73507311,-49.94852155,3760.812,"1086669530 framegrab -> 1086669530.tif","NOAA 2004 Dive N"
2004-NAME-1086669622,41.73504998,-49.94851269,3768.189,"1086669622 Nearing the focsile","NOAA 2004 Dive N"
2004-NAME-1086669734,41.73503261,-49.94828768,3770.283,"1086669734 framegrab -> 1086669734.tif","NOAA 2004 Dive N"
2004-NAME-1086669838,41.73496850,-49.94832160,3769.961,"1086669838 framegrab -> 1086669838.tif","NOAA 2004 Dive N"
2004-NAME-1086670199,41.73522417,-49.94864069,3770.417,"1086670199 Requesting ship to move 40 m at course of 100","NOAA 2004 Dive N"
2004-NAME-1086670714,41.73513292,-49.94837765,3772.048,"1086670714 Ship reported that move is complete","NOAA 2004 Dive N"
2004-NAME-1086671008,41.73558485,-49.94827403,3775.803,"1086671008 framegrab -> 1086671008.tif","NOAA 2004 Dive N"
2004-NAME-1086671014,41.73557191,-49.94827645,3775.823,"1086671014 framegrab -> 1086671014.tif","NOAA 2004 Dive N"
2004-NAME-1086671032,41.73553307,-49.94828370,3775.704,"1086671032 framegrab -> 1086671032.tif","NOAA 2004 Dive N"
2004-NAME-1086671050,41.73549423,-49.94829096,3775.605,"1086671050 framegrab -> 1086671050.tif","NOAA 2004 Dive N"
2004-NAME-1086671094,41.73539930,-49.94830869,3775.679,"1086671094 framegrab -> 1086671094.tif","NOAA 2004 Dive N"
2004-NAME-1086671112,41.73536047,-49.94831595,3775.682,"1086671112 framegrab -> 1086671112.tif","NOAA 2004 Dive N"
2004-NAME-1086671140,41.73492834,-49.94833440,3776.499,"1086671140 framegrab -> 1086671140.tif","NOAA 2004 Dive N"
2004-NAME-1086671154,41.73494556,-49.94834843,3777.011,"1086671154 35 minutes to live show","NOAA 2004 Dive N"
2004-NAME-1086671172,41.73496770,-49.94836646,3776.945,"1086671172 Positioning vehicles for live shot","NOAA 2004 Dive N"
2004-NAME-1086671188,41.73498738,-49.94838249,3776.961,"1086671188 framegrab -> 1086671188.tif","NOAA 2004 Dive N"
2004-NAME-1086671266,41.73508331,-49.94846063,3776.946,"1086671266 framegrab -> 1086671266.tif","NOAA 2004 Dive N"
2004-NAME-1086671355,41.73519278,-49.94854980,3776.936,"1086671355 Requesting ship to move 20 m at course of 210","NOAA 2004 Dive N"
2004-NAME-1086671374,41.73521615,-49.94856883,3777.041,"1086671374 framegrab -> 1086671374.tif","NOAA 2004 Dive N"
2004-NAME-1086671668,41.73470719,-49.94861994,3777.123,"1086671668 Ship's position move complete","NOAA 2004 Dive N"
2004-NAME-1086671994,41.73504627,-49.94845823,3774.313,"1086671994 Practicing Herc move over bow","NOAA 2004 Dive N"
2004-NAME-1086672467,41.73491022,-49.94866480,3773.905,"1086672467 Practicing Herc move over bow again","NOAA 2004 Dive N"
2004-NAME-1086672668,41.73474435,-49.94869068,3777.288,"1086672668 framegrab -> 1086672668.tif","NOAA 2004 Dive N"
2004-NAME-1086672922,41.73517581,-49.94884718,3777.106,"1086672922 I can't feel my feet","NOAA 2004 Dive N"
2004-NAME-1086672932,41.73524062,-49.94884023,3777.210,"1086672932 15 minutes to live show","NOAA 2004 Dive N"
2004-NAME-1086673187,41.73470861,-49.94860863,3781.018,"1086673187 Hoshlyk is rockin out in the gym again. . .","NOAA 2004 Dive N"
2004-NAME-1086673306,41.73495947,-49.94856225,3781.047,"1086673306 8 min to live show","NOAA 2004 Dive N"
2004-NAME-1086673495,41.73493725,-49.94875303,3781.098,"1086673495 5 min to live","NOAA 2004 Dive N"
2004-NAME-1086673798,41.73503694,-49.94854310,3781.053,"1086673798 Rolling!","NOAA 2004 Dive N"
2004-NAME-1086673868,41.73493547,-49.94857750,3776.793,"1086673868 framegrab -> 1086673868.tif","NOAA 2004 Dive N"
2004-NAME-1086673874,41.73488711,-49.94858733,3776.709,"1086673874 framegrab -> 1086673874.tif","NOAA 2004 Dive N"
2004-NAME-1086673880,41.73483876,-49.94859716,3776.298,"1086673880 framegrab -> 1086673880.tif","NOAA 2004 Dive N"
2004-NAME-1086673886,41.73479040,-49.94860700,3775.758,"1086673886 framegrab -> 1086673886.tif","NOAA 2004 Dive N"
2004-NAME-1086673892,41.73474204,-49.94861683,3775.174,"1086673892 framegrab -> 1086673892.tif","NOAA 2004 Dive N"
2004-NAME-1086673898,41.73469369,-49.94862666,3774.609,"1086673898 framegrab -> 1086673898.tif","NOAA 2004 Dive N"
2004-NAME-1086673902,41.73466145,-49.94863322,3774.289,"1086673902 framegrab -> 1086673902.tif","NOAA 2004 Dive N"
2004-NAME-1086673908,41.73461309,-49.94864305,3774.045,"1086673908 framegrab -> 1086673908.tif","NOAA 2004 Dive N"
2004-NAME-1086673912,41.73458085,-49.94864961,3773.942,"1086673912 framegrab -> 1086673912.tif","NOAA 2004 Dive N"
2004-NAME-1086673918,41.73453250,-49.94865944,3773.402,"1086673918 framegrab -> 1086673918.tif","NOAA 2004 Dive N"
2004-NAME-1086673924,41.73464229,-49.94873149,3772.917,"1086673924 framegrab -> 1086673924.tif","NOAA 2004 Dive N"
2004-NAME-1086673928,41.73484706,-49.94883130,3772.565,"1086673928 framegrab -> 1086673928.tif","NOAA 2004 Dive N"
